PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Haemangioma and lymphangioma, any site	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Leiomyoma of uterus	uterine fibroid		Medium	EFO_0000731	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Leiomyoma of uterus	renal leiomyoma		Medium	EFO_1000050	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of ovary	ovarian benign neoplasm		Good	MONDO_0000646	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of other and unspecified female genital organs	lipoma		Medium	EFO_0000759	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of other and unspecified female genital organs	lip cancer		Medium	EFO_1001019	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of brain and other parts of central nervous system	complex cortical dysplasia with other brain malformations		Medium	MONDO_0000904	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of brain and other parts of central nervous system	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation		Medium	Orphanet_300570	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of thyroid gland	Benign Thyroid Gland Neoplasm		Good	EFO_1000122	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Polycythaemia vera	polycythemia vera		Good	EFO_0002429	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Myelodysplastic syndromes	myelodysplastic syndrome		Good	EFO_0000198	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Purpura and other haemorrhagic conditions	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of colon	malignant colon neoplasm		Good	MONDO_0021063	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of larynx	larynx cancer		Good	MONDO_0002352	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mesothelioma	mesothelioma		Good	EFO_0000588	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Secondary and unspecified malignant neoplasm of lymph nodes	secondary Parkinson disease		Good	EFO_1001175	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hodgkin's disease	Hodgkins lymphoma		Good	EFO_0000183	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Follicular [nodular] non-Hodgkin's lymphoma	neoplasm of mature B-cells		Good	EFO_0000096	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Multiple myeloma and malignant plasma cell neoplasms	multiple myeloma		Good	EFO_0001378	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lymphoid leukaemia	lymphoid leukemia		Medium	EFO_0004289	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lymphoid leukaemia	acute lymphoblastic leukemia		Medium	EFO_0000220	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Myeloid leukaemia	acute megakaryoblastic leukaemia		Medium	EFO_0003025	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Myeloid leukaemia	childhood acute myeloid leukemia		Medium	EFO_0000330	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of shoulder and upper arm	osteomyelitis		Good	EFO_0003102	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Elevated blood glucose level	fasting blood glucose measurement		Medium	EFO_0004465	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Elevated blood glucose level	glucose measurement		Medium	EFO_0004468	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other necrotising vasculopathies	necrotizing ulcerative gingivitis		Good	EFO_1001058	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other local infections of skin and subcutaneous tissue	skin disease		Good	EFO_0000701	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal vascular occlusions	retinal vascular occlusion		Medium	MONDO_0002089	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal vascular occlusions	retinal vascular disease		Medium	MONDO_0002311	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Reaction to severe stress, and adjustment disorders	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of colon, rectum, anus and anal canal	anal neoplasm		Good	EFO_0003835	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of breast	breast benign neoplasm		Good	MONDO_0000620	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of rectosigmoid junction	neoplasm		Good	EFO_0000616	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of breast	breast cancer		Good	MONDO_0007254	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of prostate	prostate cancer		Good	MONDO_0008315	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of testis	testicular carcinoma		Good	EFO_0005088	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of brain	brain cancer		Good	MONDO_0001657	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Failure and rejection of transplanted organs and tissues	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by psychotropic drugs, not elsewhere classified	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by psychotropic drugs, not elsewhere classified	poisoning		Medium	EFO_0008546	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by narcotics and psychodysleptics [hallucinogens]	poisoning		Medium	EFO_0008546	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by narcotics and psychodysleptics [hallucinogens]	organophosphate poisoning		Medium	EFO_0010581	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Poisoning by nonopioid analgesics, antipyretics and antirheumatics	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of foot, except ankle	ankle fracture		Medium	EFO_0009615	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of foot, except ankle	foot fracture		Medium	EFO_0009618	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of forearm	femur fracture		Medium	EFO_0008553	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of forearm	Monteggia's fracture		Medium	EFO_1001811	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Abdominal and pelvic pain	abdominal and pelvic region disorder		Good	MONDO_0044965	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Medical abortion	abortion		Medium	EFO_1001491	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Medical abortion	incomplete abortion		Medium	EFO_1001799	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of bladder	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of bladder	psoriasis		Medium	EFO_0000676	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hydrocele and spermatocele	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hydrocele and spermatocele	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Redundant prepuce, phimosis and paraphimosis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Salpingitis and oophoritis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other inflammation of vagina and vulva	vulva fibroepithelial polyp		Medium	EFO_1000777	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other inflammation of vagina and vulva	vulvovaginal candidiasis		Medium	EFO_0007543	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other rheumatoid arthritis	rheumatoid arthritis		Medium	EFO_0000685	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other rheumatoid arthritis	ACPA-negative rheumatoid arthritis		Medium	EFO_0009460	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other joint disorders, not elsewhere classified	immune system disease		Medium	EFO_0000540	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other joint disorders, not elsewhere classified	digestive system disease		Medium	EFO_0000405	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Osteoporosis without pathological fracture	osteoporosis		Good	EFO_0003882	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lichen simplex chronicus and prurigo	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of skin and subcutaneous tissue, not elsewhere classified	skin disease		Good	EFO_0000701	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute appendicitis	appendicitis		Good	EFO_0007149	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic sinusitis	chronic rhinosinusitis		Good	EFO_1000024	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pneumothorax	Pneumothorax		Medium	HP_0002107	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pneumothorax	pneumothorax (disease)		Medium	MONDO_0002076	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute pericarditis	pericarditis		Medium	EFO_0007427	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute pericarditis	constrictive pericarditis		Medium	EFO_1000878	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other nontraumatic intracranial haemorrhage	intracranial hemorrhage		Medium	EFO_0000551	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other nontraumatic intracranial haemorrhage	subarachnoid hemorrhage		Medium	EFO_0000713	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cerebral infarction	stroke		Good	EFO_0000712	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other hearing loss	hearing loss		Medium	EFO_0004238	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other hearing loss	nonsyndromic deafness		Medium	EFO_0009076	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Transient cerebral ischaemic attacks and related syndromes	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute and transient psychotic disorders	Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins		Good	Orphanet_217371	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other anxiety disorders	anxiety disorder		Medium	EFO_0006788	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other anxiety disorders	generalized anxiety disorder		Medium	EFO_1001892	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental disorder, not otherwise specified	pervasive developmental disorder - not otherwise specified		Medium	EFO_0003759	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental disorder, not otherwise specified	Chronic Eosinophilic Leukemia, Not Otherwise Specified		Medium	EFO_1000178	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of thyroid	thyroid disease		Medium	EFO_1000627	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of thyroid	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hyperparathyroidism and other disorders of parathyroid gland	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Carcinoma in situ of skin	skin carcinoma in situ		Good	MONDO_0004641	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Carcinoma in situ of breast	breast ductal carcinoma in situ		Good	EFO_0000432	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Carcinoma in situ of cervix uteri	uterine cervix carcinoma in situ		Medium	MONDO_0042487	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Carcinoma in situ of cervix uteri	squamous carcinoma in situ		Medium	MONDO_0004693	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of mouth and pharynx	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of major salivary glands	neoplasm of major salivary gland		Medium	MONDO_0021368	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign neoplasm of major salivary glands	benign neoplasm of salivary gland		Medium	MONDO_0021460	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other benign neoplasms of uterus	uterine benign neoplasm		Medium	MONDO_0000632	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other benign neoplasms of uterus	benign neoplasm of cerebellum		Medium	MONDO_0021499	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Neoplasm of uncertain or unknown behaviour of female genital organs	female genital tract polyp		Medium	EFO_0008622	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Neoplasm of uncertain or unknown behaviour of female genital organs	Genital neoplasm, female		Medium	EFO_1001331	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Neoplasm of uncertain or unknown behaviour of endocrine glands	endocrine neoplasm		Good	EFO_0003769	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of other and unspecified parts of tongue	lip cancer		Medium	EFO_1001019	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of other and unspecified parts of tongue	cutaneous melanoma		Medium	EFO_0000389	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of tonsil	tonsil cancer		Good	EFO_1001214	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of oesophagus	Malignant Pancreatic Neoplasm		Medium	EFO_1000359	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of oesophagus	neoplasm		Medium	EFO_0000616	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of stomach	gastric cancer		Good	MONDO_0001056	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of rectum	rectum cancer		Good	EFO_1000657	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of anus and anal canal	anal neoplasm		Good	EFO_0003835	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of liver and intrahepatic bile ducts	liver neoplasm		Good	EFO_1001513	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of pancreas	Malignant Pancreatic Neoplasm		Good	EFO_1000359	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bronchus and lung	bronchogenic carcinoma		Medium	EFO_1001942	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bronchus and lung	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant melanoma of skin	cutaneous melanoma		Good	EFO_0000389	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of cervix uteri	cervical cancer		Good	MONDO_0002974	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of corpus uteri	benign neoplasm of corpus uteri		Medium	MONDO_0021525	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of corpus uteri	corpus uteri neoplasm		Medium	MONDO_0021254	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of ovary	ovarian cancer		Good	MONDO_0008170	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of kidney, except renal pelvis	renal pelvis carcinoma		Good	EFO_0005582	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of bladder	urinary bladder cancer		Good	MONDO_0001187	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of eye and adnexa	eye adnexa disease		Good	EFO_0009546	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Malignant neoplasm of thyroid gland	thyroid cancer		Good	MONDO_0002108	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diffuse non-Hodgkin's lymphoma	lymphoma		Good	EFO_0000574	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic viral hepatitis	chronic hepatitis C virus infection		Medium	EFO_0004220	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic viral hepatitis	hepatitis B virus infection		Medium	EFO_0004197	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diarrhoea and gastro-enteritis of presumed infectious origin	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other septicaemia	Other metabolic disease		Medium	Orphanet_91088	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other septicaemia	Other genetic epidermal disease		Medium	Orphanet_79360	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Personal history of other diseases and conditions	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Personal history of other diseases and conditions	muscular disease		Medium	EFO_0002970	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Procedures for purposes other than remedying health state	Small for gestational age		Medium	HP_0001518	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Procedures for purposes other than remedying health state	DNA repair defect other than combined T-cell and B-cell immunodeficiencies		Medium	Orphanet_169346	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Injury of unspecified body region	pineal body neoplasm		Medium	MONDO_0021232	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Injury of unspecified body region	brain injury		Medium	MONDO_0043510	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Open wound of ankle and foot	Hemarthrosis		Medium	EFO_1001344	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Open wound of ankle and foot	osteomyelitis		Medium	EFO_0003102	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
