efo.type,efo.value,efo.id
typed-literal,"X-linked intellectual disability, Shashi type",http://www.orpha.net/ORDO/Orphanet_85286
typed-literal,"X-linked intellectual disability, Siderius type",http://www.orpha.net/ORDO/Orphanet_85287
typed-literal,"X-linked intellectual disability, Cabezas type",http://www.orpha.net/ORDO/Orphanet_85293
typed-literal,X-linked intellectual disability - hypogammaglobulinemia - progressive neurological deterioration,http://www.orpha.net/ORDO/Orphanet_85317
typed-literal,X-linked intellectual disability - epilepsy - progressive joint contractures - dysmorphism,http://www.orpha.net/ORDO/Orphanet_85319
typed-literal,"X-linked intellectual disability, Pai type",http://www.orpha.net/ORDO/Orphanet_85322
typed-literal,"X-linked intellectual disability, Stevenson type",http://www.orpha.net/ORDO/Orphanet_85325
typed-literal,"X-linked intellectual disability, Stoll type",http://www.orpha.net/ORDO/Orphanet_85326
typed-literal,X-linked intellectual disability - hypotonia - facial dysmorphism - aggressive behavior,http://www.orpha.net/ORDO/Orphanet_85329
typed-literal,X-linked intellectual disability - hypogonadism - ichthyosis - obesity - short stature,http://www.orpha.net/ORDO/Orphanet_85331
typed-literal,X-linked intellectual disability-retinitis pigmentosa syndrome,http://www.orpha.net/ORDO/Orphanet_85332
typed-literal,Fried syndrome,http://www.orpha.net/ORDO/Orphanet_85335
typed-literal,Alport syndrome - intellectual disability - midface hypoplasia - elliptocytosis,http://www.orpha.net/ORDO/Orphanet_86818
typed-literal,Triple A syndrome,http://www.orpha.net/ORDO/Orphanet_869
typed-literal,sialidosis type II,http://www.orpha.net/ORDO/Orphanet_87876
typed-literal,Scapuloperoneal amyotrophy,http://www.orpha.net/ORDO/Orphanet_85146
typed-literal,Psychomotor retardation due to S-adenosylhomocysteine hydrolase deficiency,http://www.orpha.net/ORDO/Orphanet_88618
typed-literal,Pycnodysostosis,http://www.orpha.net/ORDO/Orphanet_763
typed-literal,X-linked lethal multiple pterygium syndrome,http://www.orpha.net/ORDO/Orphanet_79447
typed-literal,X-linked severe congenital neutropenia,http://www.orpha.net/ORDO/Orphanet_86788
typed-literal,Autosomal dominant chondrodysplasia punctata,http://www.orpha.net/ORDO/Orphanet_79344
typed-literal,Autosomal dominant deafness-onychodystrophy syndrome,http://www.orpha.net/ORDO/Orphanet_79499
typed-literal,Townes-Brocks syndrome,http://www.orpha.net/ORDO/Orphanet_857
typed-literal,Treacher-Collins syndrome,http://www.orpha.net/ORDO/Orphanet_861
typed-literal,Schwartz-Jampel syndrome,http://www.orpha.net/ORDO/Orphanet_800
typed-literal,Shwachman-Diamond syndrome,http://www.orpha.net/ORDO/Orphanet_811
typed-literal,Camptodactyly - tall stature - scoliosis - hearing loss,http://www.orpha.net/ORDO/Orphanet_85164
typed-literal,Triose phosphate-isomerase deficiency,http://www.orpha.net/ORDO/Orphanet_868
typed-literal,Hyperprolinemia type 2,http://www.orpha.net/ORDO/Orphanet_79101
typed-literal,Encephalopathy due to hydroxykynureninuria,http://www.orpha.net/ORDO/Orphanet_79155
typed-literal,2-methylbutyryl-CoA dehydrogenase deficiency,http://www.orpha.net/ORDO/Orphanet_79157
typed-literal,Griscelli disease type 1,http://www.orpha.net/ORDO/Orphanet_79476
typed-literal,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,http://www.orpha.net/ORDO/Orphanet_88639
typed-literal,Atrial tachyarrhythmia with short PR interval,http://www.orpha.net/ORDO/Orphanet_844
typed-literal,Meige disease,http://www.orpha.net/ORDO/Orphanet_90186
typed-literal,3-phosphoserine phosphatase deficiency,http://www.orpha.net/ORDO/Orphanet_79350
typed-literal,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form",http://www.orpha.net/ORDO/Orphanet_79351
typed-literal,Hypomyelination - congenital cataract,http://www.orpha.net/ORDO/Orphanet_85163
typed-literal,Charcot-Marie-Tooth disease - deafness - intellectual disability,http://www.orpha.net/ORDO/Orphanet_90103
typed-literal,"47,XYY syndrome",http://www.orpha.net/ORDO/Orphanet_8
typed-literal,Van der Woude syndrome,http://www.orpha.net/ORDO/Orphanet_888
typed-literal,Alpha-thalassemia - X-linked intellectual disability syndrome,http://www.orpha.net/ORDO/Orphanet_847
typed-literal,Hemoglobin D disease,http://www.orpha.net/ORDO/Orphanet_90039
typed-literal,Paris-Trousseau thrombocytopenia,http://www.orpha.net/ORDO/Orphanet_851
typed-literal,PELVIS syndrome,http://www.orpha.net/ORDO/Orphanet_83628
typed-literal,Megalencephaly - polymicrogyria - postaxial polydactyly - hydrocephalus,http://www.orpha.net/ORDO/Orphanet_83473
typed-literal,Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells,http://www.orpha.net/ORDO/Orphanet_83620
typed-literal,Ischio-vertebral syndrome,http://www.orpha.net/ORDO/Orphanet_85200
typed-literal,Thymic aplasia,http://www.orpha.net/ORDO/Orphanet_83471
typed-literal,Familial exudative vitreoretinopathy,http://www.orpha.net/ORDO/Orphanet_891
typed-literal,Sanfilippo syndrome type A,http://www.orpha.net/ORDO/Orphanet_79269
typed-literal,Woolly hair nevus,http://www.orpha.net/ORDO/Orphanet_79414
typed-literal,Dermochondrocorneal dystrophy,http://www.orpha.net/ORDO/Orphanet_79149
typed-literal,Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency,http://www.orpha.net/ORDO/Orphanet_83639
typed-literal,"Lissencephaly syndrome, Norman-Roberts type",http://www.orpha.net/ORDO/Orphanet_89844
typed-literal,"Hereditary motor and sensory neuropathy, Okinawa type",http://www.orpha.net/ORDO/Orphanet_90117
typed-literal,"Congenital nephrotic syndrome, Finnish type",http://www.orpha.net/ORDO/Orphanet_839
typed-literal,Myopathy due to calsequestrin and SERCA1 protein overload,http://www.orpha.net/ORDO/Orphanet_88635
typed-literal,Congenital erythropoietic porphyria,http://www.orpha.net/ORDO/Orphanet_79277
typed-literal,Infantile Refsum disease,http://www.orpha.net/ORDO/Orphanet_772
typed-literal,Glucocorticoid resistance,http://www.orpha.net/ORDO/Orphanet_786
typed-literal,Tyrosinemia type 1,http://www.orpha.net/ORDO/Orphanet_882
typed-literal,Familial expansile osteolysis,http://www.orpha.net/ORDO/Orphanet_85195
typed-literal,Genochondromatosis type 1,http://www.orpha.net/ORDO/Orphanet_85197
typed-literal,Atrichia with papular lesions,http://www.orpha.net/ORDO/Orphanet_86819
typed-literal,Disseminated superficial actinic porokeratosis,http://www.orpha.net/ORDO/Orphanet_79152
typed-literal,Oley syndrome,http://www.orpha.net/ORDO/Orphanet_79458
typed-literal,Juvenile polyposis of infancy,http://www.orpha.net/ORDO/Orphanet_79076
typed-literal,Familial amyloid polyneuropathy,http://www.orpha.net/ORDO/Orphanet_85447
typed-literal,Trichorhinophalangeal syndrome type 1 and 3,http://www.orpha.net/ORDO/Orphanet_77258
typed-literal,"Junctional epidermolysis bullosa, Herlitz type",http://www.orpha.net/ORDO/Orphanet_79404
typed-literal,Vitamin B12-unresponsive methylmalonic acidemia type mut-,http://www.orpha.net/ORDO/Orphanet_79312
typed-literal,Autosomal recessive hyperinsulinism due to SUR1 deficiency,http://www.orpha.net/ORDO/Orphanet_79643
typed-literal,Phosphoenolpyruvate carboxykinase 1 deficiency,http://www.orpha.net/ORDO/Orphanet_79316
typed-literal,Phosphoenolpyruvate carboxykinase 2 deficiency,http://www.orpha.net/ORDO/Orphanet_79317
typed-literal,"X-linked intellectual disability, Armfield type",http://www.orpha.net/ORDO/Orphanet_85276
typed-literal,Christianson syndrome,http://www.orpha.net/ORDO/Orphanet_85278
typed-literal,"X-linked intellectual disability, Miles-Carpenter type",http://www.orpha.net/ORDO/Orphanet_85283
typed-literal,"X-linked intellectual disability, Vitale type",http://www.orpha.net/ORDO/Orphanet_85289
typed-literal,"X-linked intellectual disability, Wittwer type",http://www.orpha.net/ORDO/Orphanet_85291
typed-literal,"Deafness - intellectual disability, Martin-Probst type",http://www.orpha.net/ORDO/Orphanet_85321
typed-literal,"X-linked intellectual disability, Martinez type",http://www.orpha.net/ORDO/Orphanet_775
typed-literal,X-linked recessive intellectual disability - macrocephaly - ciliary dysfunction,http://www.orpha.net/ORDO/Orphanet_83648
typed-literal,"X-linked intellectual disability, Cantagrel type",http://www.orpha.net/ORDO/Orphanet_85277
typed-literal,MEHMO syndrome,http://www.orpha.net/ORDO/Orphanet_85282
typed-literal,"X-linked intellectual disability, Schimke type",http://www.orpha.net/ORDO/Orphanet_85285
typed-literal,"X-linked intellectual disability, Stocco Dos Santos type",http://www.orpha.net/ORDO/Orphanet_85288
typed-literal,"X-linked intellectual disability, Wilson type",http://www.orpha.net/ORDO/Orphanet_85290
typed-literal,X-linked spinocerebellar ataxia type 4,http://www.orpha.net/ORDO/Orphanet_85292
typed-literal,X-linked epilepsy - learning disabilities - behavior disorders,http://www.orpha.net/ORDO/Orphanet_85294
typed-literal,X-linked spinocerebellar ataxia type 3,http://www.orpha.net/ORDO/Orphanet_85297
typed-literal,X-linked intellectual disability - precocious puberty - obesity,http://www.orpha.net/ORDO/Orphanet_85318
typed-literal,X-linked intellectual disability - macrocephaly - macroorchidism,http://www.orpha.net/ORDO/Orphanet_85320
typed-literal,"X-linked intellectual disability, Seemanova type",http://www.orpha.net/ORDO/Orphanet_85323
typed-literal,"X-linked intellectual disability, Shrimpton type",http://www.orpha.net/ORDO/Orphanet_85324
typed-literal,X-linked intellectual disability - acromegaly - hyperactivity,http://www.orpha.net/ORDO/Orphanet_85327
typed-literal,"X-linked intellectual disability, Turner type",http://www.orpha.net/ORDO/Orphanet_85328
typed-literal,X-linked intellectual disability - corpus callosum agenesis - spastic quadriparesis,http://www.orpha.net/ORDO/Orphanet_85330
typed-literal,"X-linked intellectual disability, Zorick type",http://www.orpha.net/ORDO/Orphanet_85337
typed-literal,X-linked intellectual disability - ataxia - apraxia,http://www.orpha.net/ORDO/Orphanet_85338
typed-literal,Autosomal recessive hyperinsulinism due to Kir6.2 deficiency,http://www.orpha.net/ORDO/Orphanet_79644
typed-literal,Desmin-related myopathy with Mallory body-like inclusions,http://www.orpha.net/ORDO/Orphanet_84132
typed-literal,Majeed syndrome,http://www.orpha.net/ORDO/Orphanet_77297
typed-literal,Hereditary inclusion body myopathy - joint contractures - ophthalmoplegia,http://www.orpha.net/ORDO/Orphanet_79091
typed-literal,Antley-Bixler syndrome,http://www.orpha.net/ORDO/Orphanet_83
typed-literal,Atypical Werner syndrome,http://www.orpha.net/ORDO/Orphanet_79474
typed-literal,Familial partial lipodystrophy associated with PPARG mutations,http://www.orpha.net/ORDO/Orphanet_79083
typed-literal,"Familial partial lipodystrophy, Köbberling type",http://www.orpha.net/ORDO/Orphanet_79084
typed-literal,Familial partial lipodystrophy due to AKT2 mutations,http://www.orpha.net/ORDO/Orphanet_79085
typed-literal,Mandibuloacral dysplasia with type A lipodystrophy,http://www.orpha.net/ORDO/Orphanet_90153
typed-literal,Mandibuloacral dysplasia with type B lipodystrophy,http://www.orpha.net/ORDO/Orphanet_90154
typed-literal,Fibronectin glomerulopathy,http://www.orpha.net/ORDO/Orphanet_84090
typed-literal,Eiken syndrome,http://www.orpha.net/ORDO/Orphanet_79106
typed-literal,Infantile osteopetrosis with neuroaxonal dysplasia,http://www.orpha.net/ORDO/Orphanet_85179
typed-literal,Schinzel-Giedion syndrome,http://www.orpha.net/ORDO/Orphanet_798
typed-literal,Congenital analbuminemia,http://www.orpha.net/ORDO/Orphanet_86816
typed-literal,Acro-pectoral syndrome,http://www.orpha.net/ORDO/Orphanet_85203
typed-literal,Anophthalmia/microphthalmia - esophageal atresia,http://www.orpha.net/ORDO/Orphanet_77298
typed-literal,Axenfeld-Rieger syndrome,http://www.orpha.net/ORDO/Orphanet_782
typed-literal,Scott syndrome,http://www.orpha.net/ORDO/Orphanet_806
typed-literal,Glanzmann thrombasthenia,http://www.orpha.net/ORDO/Orphanet_849
typed-literal,Unknown leukodystrophy,http://www.orpha.net/ORDO/Orphanet_84096
typed-literal,Cystic leukoencephalopathy without megalencephaly,http://www.orpha.net/ORDO/Orphanet_85136
typed-literal,Obesity - colitis - hypothyroidism - cardiac hypertrophy - developmental delay,http://www.orpha.net/ORDO/Orphanet_88643
typed-literal,"Autosomal recessive ataxia, Beauce type",http://www.orpha.net/ORDO/Orphanet_88644
typed-literal,Developmental malformations - deafness - dystonia,http://www.orpha.net/ORDO/Orphanet_79107
typed-literal,Infantile Bartter syndrome with sensorineural deafness,http://www.orpha.net/ORDO/Orphanet_89938
typed-literal,"Deafness with labyrinthine aplasia, microtia, and microdontia",http://www.orpha.net/ORDO/Orphanet_90024
typed-literal,CAMOS syndrome,http://www.orpha.net/ORDO/Orphanet_83472
typed-literal,"Platyspondylic dysplasia, Torrance type",http://www.orpha.net/ORDO/Orphanet_85166
typed-literal,Familial avascular necrosis of femoral head,http://www.orpha.net/ORDO/Orphanet_86820
typed-literal,B4GALT1-CDG,http://www.orpha.net/ORDO/Orphanet_79332
typed-literal,PMM2-CDG,http://www.orpha.net/ORDO/Orphanet_79318
typed-literal,MPI-CDG,http://www.orpha.net/ORDO/Orphanet_79319
typed-literal,ALG6-CDG,http://www.orpha.net/ORDO/Orphanet_79320
typed-literal,ALG3-CDG,http://www.orpha.net/ORDO/Orphanet_79321
typed-literal,ALG12-CDG,http://www.orpha.net/ORDO/Orphanet_79324
typed-literal,ALG8-CDG,http://www.orpha.net/ORDO/Orphanet_79325
typed-literal,ALG2-CDG,http://www.orpha.net/ORDO/Orphanet_79326
typed-literal,ALG1-CDG,http://www.orpha.net/ORDO/Orphanet_79327
typed-literal,ALG9-CDG,http://www.orpha.net/ORDO/Orphanet_79328
typed-literal,GCS1-CDG,http://www.orpha.net/ORDO/Orphanet_79330
typed-literal,DPAGT1-CDG,http://www.orpha.net/ORDO/Orphanet_86309
typed-literal,Lymphedema - cleft palate,http://www.orpha.net/ORDO/Orphanet_86917
typed-literal,Lymphedema - cerebral arteriovenous anomaly,http://www.orpha.net/ORDO/Orphanet_86914
typed-literal,Lymphedema - atrial septal defects - facial changes,http://www.orpha.net/ORDO/Orphanet_86915
typed-literal,Tetrasomy 12p,http://www.orpha.net/ORDO/Orphanet_884
typed-literal,Auricular abnormalities - cleft lip with or without cleft palate - ocular abnormalities,http://www.orpha.net/ORDO/Orphanet_77300
typed-literal,Oculo-oto-facial dysplasia,http://www.orpha.net/ORDO/Orphanet_77302
typed-literal,Grange syndrome,http://www.orpha.net/ORDO/Orphanet_79094
typed-literal,Macrostomia - preauricular tags - external ophthalmoplegia,http://www.orpha.net/ORDO/Orphanet_83619
typed-literal,Craniofacial conodysplasia,http://www.orpha.net/ORDO/Orphanet_85168
typed-literal,Terminal osseous dysplasia - pigmentary defects,http://www.orpha.net/ORDO/Orphanet_88630
typed-literal,IMAGe syndrome,http://www.orpha.net/ORDO/Orphanet_85173
typed-literal,Singleton-Merten dysplasia,http://www.orpha.net/ORDO/Orphanet_85191
typed-literal,X-linked reticulate pigmentary disorder with systemic manifestations,http://www.orpha.net/ORDO/Orphanet_85453
typed-literal,Glomuvenous malformation,http://www.orpha.net/ORDO/Orphanet_83454
typed-literal,Hypothalamic hamartomas with gelastic seizures,http://www.orpha.net/ORDO/Orphanet_86906
typed-literal,Familial reactive perforating collagenosis,http://www.orpha.net/ORDO/Orphanet_79147
typed-literal,Keratoderma hereditarium mutilans with ichthyosis,http://www.orpha.net/ORDO/Orphanet_79395
typed-literal,Hepatic veno-occlusive disease - immunodeficiency,http://www.orpha.net/ORDO/Orphanet_79124
typed-literal,Transcobalamin deficiency,http://www.orpha.net/ORDO/Orphanet_859
typed-literal,Hereditary folate malabsorption,http://www.orpha.net/ORDO/Orphanet_90045
typed-literal,MPDU1-CDG,http://www.orpha.net/ORDO/Orphanet_79323
typed-literal,DPM1-CDG,http://www.orpha.net/ORDO/Orphanet_79322
typed-literal,Pseudohypoparathyroidism type 1C,http://www.orpha.net/ORDO/Orphanet_79444
typed-literal,Acanthosis nigricans - Insulin resistance - muscle cramps - acral enlargement,http://www.orpha.net/ORDO/Orphanet_90301
typed-literal,Tetrasomy X,http://www.orpha.net/ORDO/Orphanet_9
typed-literal,Myoclonic epilepsy in non-progressive encephalopathies,http://www.orpha.net/ORDO/Orphanet_86913
typed-literal,Pseudopseudohypoparathyroidism,http://www.orpha.net/ORDO/Orphanet_79445
typed-literal,"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",http://www.orpha.net/ORDO/Orphanet_85172
typed-literal,Not NOTCH3-related small vessel disease of the brain,http://www.orpha.net/ORDO/Orphanet_77304
typed-literal,Autosomal dominant progressive nephropathy with hypertension,http://www.orpha.net/ORDO/Orphanet_88659
typed-literal,Pseudohyperaldosteronism type 2,http://www.orpha.net/ORDO/Orphanet_88660
typed-literal,Hereditary coproporphyria,http://www.orpha.net/ORDO/Orphanet_79273
typed-literal,Sebocystomatosis,http://www.orpha.net/ORDO/Orphanet_841
typed-literal,Severe early-onset axonal neuropathy due to MFN2 deficiency,http://www.orpha.net/ORDO/Orphanet_90118
typed-literal,Axonal Charcot-Marie-Tooth disease with acrodystrophy,http://www.orpha.net/ORDO/Orphanet_90119
typed-literal,Morgagni-Stewart-Morel syndrome,http://www.orpha.net/ORDO/Orphanet_77296
typed-literal,Spondylo-ocular syndrome,http://www.orpha.net/ORDO/Orphanet_85194
typed-literal,Glycogen storage disease due to glucose-6-phosphatase deficiency type b,http://www.orpha.net/ORDO/Orphanet_79259
typed-literal,Waardenburg-Shah syndrome,http://www.orpha.net/ORDO/Orphanet_897
typed-literal,Linear and whorled nevoid hypermelanosis,http://www.orpha.net/ORDO/Orphanet_79150
typed-literal,Glycogen storage disease due to glucose-6-phosphatase deficiency type a,http://www.orpha.net/ORDO/Orphanet_79258
typed-literal,Primary familial polycythemia,http://www.orpha.net/ORDO/Orphanet_90042
typed-literal,Pseudodiastrophic dysplasia,http://www.orpha.net/ORDO/Orphanet_85174
typed-literal,Congenital primary aphakia,http://www.orpha.net/ORDO/Orphanet_83461
typed-literal,Autosomal dominant medullary cystic kidney disease without hyperuricemia,http://www.orpha.net/ORDO/Orphanet_88949
typed-literal,Autosomal dominant medullary cystic kidney disease with hyperuricemia,http://www.orpha.net/ORDO/Orphanet_88950
typed-literal,Familial digital arthropathy-brachydactyly,http://www.orpha.net/ORDO/Orphanet_85169
typed-literal,Congenital bile acid synthesis defect type 1,http://www.orpha.net/ORDO/Orphanet_79301
typed-literal,Congenital bile acid synthesis defect type 3,http://www.orpha.net/ORDO/Orphanet_79302
typed-literal,Congenital bile acid synthesis defect type 2,http://www.orpha.net/ORDO/Orphanet_79303
typed-literal,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency,http://www.orpha.net/ORDO/Orphanet_79240
typed-literal,Isobutyryl-CoA dehydrogenase deficiency,http://www.orpha.net/ORDO/Orphanet_79159
typed-literal,Craniosynostosis - anal anomalies - porokeratosis,http://www.orpha.net/ORDO/Orphanet_85199
typed-literal,Congenital onychodysplasia,http://www.orpha.net/ORDO/Orphanet_79144
typed-literal,Congenital anonychia,http://www.orpha.net/ORDO/Orphanet_79143
typed-literal,Trichodysplasia - amelogenesis imperfecta,http://www.orpha.net/ORDO/Orphanet_79129
typed-literal,Sparse hair - short stature - skin anomalies,http://www.orpha.net/ORDO/Orphanet_79132
typed-literal,Dermatopathia pigmentosa reticularis,http://www.orpha.net/ORDO/Orphanet_86920
typed-literal,Diffuse palmoplantar keratoderma-acrocyanosis syndrome,http://www.orpha.net/ORDO/Orphanet_86918
typed-literal,Keratosis palmaris et plantaris - clinodactyly,http://www.orpha.net/ORDO/Orphanet_86919
typed-literal,Periventricular nodular heterotopia,http://www.orpha.net/ORDO/Orphanet_98892
typed-literal,Generalized epilepsy - paroxysmal dyskinesia,http://www.orpha.net/ORDO/Orphanet_79137
typed-literal,Lissencephaly type 3 - familial fetal akinesia sequence,http://www.orpha.net/ORDO/Orphanet_86821
typed-literal,Lissencephaly type 3 - metacarpal bone dysplasia,http://www.orpha.net/ORDO/Orphanet_86822
typed-literal,Bothnia retinal dystrophy,http://www.orpha.net/ORDO/Orphanet_85128
typed-literal,Helicoid peripapillary chorioretinal degeneration,http://www.orpha.net/ORDO/Orphanet_86813
typed-literal,X-linked congenital generalized hypertrichosis,http://www.orpha.net/ORDO/Orphanet_79495
typed-literal,Hemolytic anemia due to adenylate kinase deficiency,http://www.orpha.net/ORDO/Orphanet_86817
typed-literal,Rosselli-Gulienetti syndrome,http://www.orpha.net/ORDO/Orphanet_90339
typed-literal,Griscelli disease type 2,http://www.orpha.net/ORDO/Orphanet_79477
typed-literal,Primary immunodeficiency syndrome due to p14 deficiency,http://www.orpha.net/ORDO/Orphanet_90023
typed-literal,Wagner disease,http://www.orpha.net/ORDO/Orphanet_898
typed-literal,X-linked cone dysfunction syndrome with myopia,http://www.orpha.net/ORDO/Orphanet_90001
typed-literal,Follicular atrophoderma-basal cell carcinoma,http://www.orpha.net/ORDO/Orphanet_79459
typed-literal,Posterior column ataxia - retinitis pigmentosa,http://www.orpha.net/ORDO/Orphanet_88628
typed-literal,Pili gemini,http://www.orpha.net/ORDO/Orphanet_79492
typed-literal,"Craniometadiaphyseal dysplasia, wormian bone type",http://www.orpha.net/ORDO/Orphanet_85184
typed-literal,"Metaphyseal dysplasia, Braun-Tinschert type",http://www.orpha.net/ORDO/Orphanet_85188
typed-literal,Palmoplantar keratoderma - XX sex reversal - predisposition to squamous cell carcinoma,http://www.orpha.net/ORDO/Orphanet_85112
typed-literal,Hereditary thermosensitive neuropathy,http://www.orpha.net/ORDO/Orphanet_84093
typed-literal,Channelopathy-associated congenital insensitivity to pain,http://www.orpha.net/ORDO/Orphanet_88642
typed-literal,Cholesterol-ester transfer protein deficiency,http://www.orpha.net/ORDO/Orphanet_79506
typed-literal,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",http://www.orpha.net/ORDO/Orphanet_86923
typed-literal,Mal de Meleda,http://www.orpha.net/ORDO/Orphanet_87503
typed-literal,Astley-Kendall dysplasia,http://www.orpha.net/ORDO/Orphanet_85175
typed-literal,"Mesomelic dysplasia, Savarirayan type",http://www.orpha.net/ORDO/Orphanet_85170
typed-literal,Epidermolysis bullosa simplex superficialis,http://www.orpha.net/ORDO/Orphanet_89839
typed-literal,"Epidermolysis bullosa simplex, Dowling-Meara type",http://www.orpha.net/ORDO/Orphanet_79396
typed-literal,"Generalized epidermolysis bullosa simplex, non-Dowling-Meara type",http://www.orpha.net/ORDO/Orphanet_79399
typed-literal,Localized epidermolysis bullosa simplex,http://www.orpha.net/ORDO/Orphanet_79400
typed-literal,"Epidermolysis bullosa simplex, Ogna type",http://www.orpha.net/ORDO/Orphanet_79401
typed-literal,KRT14-related epidermolysis bullosa simplex,http://www.orpha.net/ORDO/Orphanet_89838
typed-literal,Dysspondyloenchondromatosis,http://www.orpha.net/ORDO/Orphanet_85198
typed-literal,Familial encephalopathy with neuroserpin inclusion bodies,http://www.orpha.net/ORDO/Orphanet_85110
typed-literal,Spondylometaphyseal dysplasia - cone-rod dystrophy,http://www.orpha.net/ORDO/Orphanet_85167
typed-literal,Calvarial doughnut lesions - bone fragility,http://www.orpha.net/ORDO/Orphanet_85192
typed-literal,X-linked thrombocytopenia with normal platelets,http://www.orpha.net/ORDO/Orphanet_852
typed-literal,Congenital alpha2 antiplasmin deficiency,http://www.orpha.net/ORDO/Orphanet_79
typed-literal,Brachytelephalangic chondrodysplasia punctata,http://www.orpha.net/ORDO/Orphanet_79345
typed-literal,"Chondrodysplasia punctata, Toriello type",http://www.orpha.net/ORDO/Orphanet_79347
typed-literal,Aplasia of lacrimal and salivary glands,http://www.orpha.net/ORDO/Orphanet_86815
typed-literal,Focal facial dermal dysplasia type I,http://www.orpha.net/ORDO/Orphanet_79133
typed-literal,Acrokeratosis verruciformis of Hopf,http://www.orpha.net/ORDO/Orphanet_79151
typed-literal,L-2-hydroxyglutaric aciduria,http://www.orpha.net/ORDO/Orphanet_79314
typed-literal,D-2-hydroxyglutaric aciduria,http://www.orpha.net/ORDO/Orphanet_79315
typed-literal,Succinyl-CoA:3-ketoacid CoA transferase deficiency,http://www.orpha.net/ORDO/Orphanet_832
typed-literal,Crigler-Najjar syndrome type 2,http://www.orpha.net/ORDO/Orphanet_79235
typed-literal,Hypoxanthine guanine phosphoribosyltransferase partial deficiency,http://www.orpha.net/ORDO/Orphanet_79233
typed-literal,Episodic ataxia type 3,http://www.orpha.net/ORDO/Orphanet_79135
typed-literal,Episodic ataxia type 4,http://www.orpha.net/ORDO/Orphanet_79136
typed-literal,Familial multiple trichoepithelioma,http://www.orpha.net/ORDO/Orphanet_867
typed-literal,Autosomal dominant nail dysplasia,http://www.orpha.net/ORDO/Orphanet_79153
typed-literal,2-aminoadipic 2-oxoadipic aciduria,http://www.orpha.net/ORDO/Orphanet_79154
typed-literal,Seizures - intellectual disability due to hydroxylysinuria,http://www.orpha.net/ORDO/Orphanet_79156
typed-literal,Junctional epidermolysis bullosa - pyloric atresia,http://www.orpha.net/ORDO/Orphanet_79403
typed-literal,Junctional epidermolysis bullosa inversa,http://www.orpha.net/ORDO/Orphanet_79405
typed-literal,Late-onset junctional epidermolysis bullosa,http://www.orpha.net/ORDO/Orphanet_79406
typed-literal,Punctate palmoplantar keratoderma type 1,http://www.orpha.net/ORDO/Orphanet_79501
typed-literal,Punctate palmoplantar keratoderma type 2,http://www.orpha.net/ORDO/Orphanet_79502
typed-literal,Atrophoderma vermiculata,http://www.orpha.net/ORDO/Orphanet_79100
typed-literal,Parkes Weber syndrome,http://www.orpha.net/ORDO/Orphanet_90307
typed-literal,Klippel-Trénaunay syndrome,http://www.orpha.net/ORDO/Orphanet_90308
typed-literal,Pyruvate dehydrogenase E1-alpha deficiency,http://www.orpha.net/ORDO/Orphanet_79243
typed-literal,Pyruvate dehydrogenase E2 deficiency,http://www.orpha.net/ORDO/Orphanet_79244
typed-literal,Pyruvate dehydrogenase phosphatase deficiency,http://www.orpha.net/ORDO/Orphanet_79246
typed-literal,Non-spherocytic hemolytic anemia due to hexokinase deficiency,http://www.orpha.net/ORDO/Orphanet_90031
typed-literal,"Generalized junctional epidermolysis bullosa, non-Herlitz type",http://www.orpha.net/ORDO/Orphanet_79402
typed-literal,Monosomy 9q22.3,http://www.orpha.net/ORDO/Orphanet_77301
typed-literal,Vitamin B12-responsive methylmalonic acidemia type cblA,http://www.orpha.net/ORDO/Orphanet_79310
typed-literal,Vitamin B12-responsive methylmalonic acidemia type cblB,http://www.orpha.net/ORDO/Orphanet_79311
typed-literal,Ichthyosis hystrix of Curth-Macklin,http://www.orpha.net/ORDO/Orphanet_79503
typed-literal,Ichthyosis hystrix gravior,http://www.orpha.net/ORDO/Orphanet_79504
typed-literal,Ehlers-Danlos syndrome type 1,http://www.orpha.net/ORDO/Orphanet_90309
typed-literal,Ehlers-Danlos syndrome type 2,http://www.orpha.net/ORDO/Orphanet_90318
typed-literal,Phakomatosis cesioflammea,http://www.orpha.net/ORDO/Orphanet_79483
typed-literal,Phakomatosis cesiomarmorata,http://www.orpha.net/ORDO/Orphanet_79484
typed-literal,Phakomatosis spilorosea,http://www.orpha.net/ORDO/Orphanet_79485
typed-literal,Non-hereditary late-onset primary lymphedema,http://www.orpha.net/ORDO/Orphanet_90185
typed-literal,Pseudohypoaldosteronism type 2A,http://www.orpha.net/ORDO/Orphanet_88938
typed-literal,Pseudohypoaldosteronism type 2B,http://www.orpha.net/ORDO/Orphanet_88939
typed-literal,Pseudohypoaldosteronism type 2C,http://www.orpha.net/ORDO/Orphanet_88940
typed-literal,Benign adult familial myoclonic epilepsy,http://www.orpha.net/ORDO/Orphanet_86814
typed-literal,Hereditary painful callosities,http://www.orpha.net/ORDO/Orphanet_79141
